# environment: cpu=32 ram=64206MB disk=690708MB gpu=2xRTX_A5000 python=3.12.3 node=v22.22.0 network=disabled_by_policy
# metric_direction: lower
# mode: loop
# run_tag: brent-aaf-h6h8-mape3
# parallel: serial
# web_search: disabled
# goal: Reduce Brent fold1 h6-h8 mean MAPE to below 3% using AAForecast-based methodology on the fixed 8-week forecast setup.
# scope: **
# repos_json: [{"path":"/home/sonet/.openclaw/workspace/research/neuralforecast","role":"primary","scope":"**"}]
# metric: brent_fold1_mean_mape_h6_h8_pct
# verify: UV_CACHE_DIR=/tmp/uv-cache uv run python .omx/research/research-20260401-brent-aaf-h6h8/verify_brent_h6_h8_mape.py
# guard: UV_CACHE_DIR=/tmp/uv-cache uv run pytest --no-cov tests/test_validate_only_aa_forecast.py tests/test_residual_config.py::test_load_app_config_marks_aaforecast_auto_requested_and_validated_modes tests/test_residual_config.py::test_package_exports_and_intentional_omissions_are_explicit tests/test_residual_config.py::test_model_filename_dict_includes_newly_supported_aliases tests/test_residual_config.py::test_supports_auto_mode_expands_to_newly_added_models tests/test_residual_config.py::test_build_model_supports_new_official_model_ports
# stop_condition: metric <= 3
# execution_policy: danger_full_access
iteration	commit	metric	delta	guard	status	description
0	8e41e7067e909dba9fe5f14ee7559862f7046d05	10.664823505656381	0	-	baseline	Fresh managed baseline from verify_brent_h6_h8_mape.py
1	ffeffc228037ea97303180170083e301bd0bc760	10.664823505656381	0	-	drift	Capture the AAForecast Brent baseline assets in git before the first optimization trial.
2	517a447c2c9e1a8959bc7ee1e0f89d1231a8a8d3	10.374741491492925	-0.290082014163456	pass	keep	[labels: event_mask_sparsity] Use a robust upward-spike event mask for the first historical exogenous channel so AAForecast attention stays sparse instead of always-on.
3	af107b54612dd15fc8bdcf48959ab8f68032f96a	11.794766379878022	+1.420024888385097	-	discard	Expand the Brent AAForecast exogenous pool with extra energy and stress proxies; the added context increased h6-h8 error instead of reducing the late-spike miss.
4	2e14a90e65006f614975a9dcbdfe4b74c4468cb7	10.374741491492925	0	-	drift	Revert the discarded feature-pool trial so the workspace returns to the retained sparse-event-mask baseline.
5	100dc9f8ecf291498cc604632b2189a369bd3d68	7.646891771062393	-2.727849720430532	pass	keep	[labels: reactive_decomposition] Shorten the AAForecast seasonal/trend windows and lower the anomaly threshold so STAR-style decomposition reacts faster to short Brent spike regimes.
6	f0159fbc94e26668827173077a5c20d27bdcf56b	10.80964758014453	+3.162755809082137	-	discard	Add only Com_CrudeOil as extra Brent spike context; the paired oil signal still increased h6-h8 error relative to the retained reactive-decomposition run.
7	9d67533a24ca8b8496e48910e7e39535716d6f6f	7.646891771062393	0	-	drift	Revert the discarded single-oil-signal trial so the workspace returns to the retained reactive-decomposition baseline.
8	49a75ec682b4907d65aa7e540644dd8d92b4b586	11.05199839639228	+3.405106625329887	-	discard	Increase encoder and decoder hidden size to 256 on the retained reactive setup; the extra capacity worsened Brent h6-h8 instead of helping the late-horizon spike.
9	ae91764b2f49664f65c8e363a5117aa3c7784276	7.646891771062393	0	-	drift	Revert the discarded capacity-expansion trial so the workspace returns to the retained reactive-decomposition baseline.
